test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,compare_keybased_vs_offset,00:02:00,key_based_pagination,480,480,0,4,16,39,68,52,108,5,74,11,82,3,94,14,105,28,21,51,0,032,0,083,0,112,0,0389
nbomber_default_test_suite_name,nbomber_default_test_name,compare_keybased_vs_offset,00:02:00,skipNtake_based_pagination,480,480,0,4,21,14,96,29,157,34,102,02,116,99,135,68,145,02,29,66,4,202,16,166,21,963,7,5777
