test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,compare_keybased_vs_offset,00:02:00,key_based_pagination,1207,1207,0,10,1,3,52,26,8,88,7,24,4,36,42,53,5,65,6,14,46,0,002,0,097,0,468,0,1140
nbomber_default_test_suite_name,nbomber_default_test_name,compare_keybased_vs_offset,00:02:00,skipNtake_based_pagination,1207,1207,0,10,1,2,67,12,18,48,97,10,51,15,22,26,5,34,94,7,07,0,002,0,104,0,511,0,1231
