test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,compare_keybased_vs_offset,00:02:00,key_based_pagination,1210,1210,0,10,1,13,53,265,08,637,47,241,66,389,89,494,85,574,46,144,69,0,017,0,082,0,114,0,0977
nbomber_default_test_suite_name,nbomber_default_test_name,compare_keybased_vs_offset,00:02:00,skipNtake_based_pagination,1196,1196,0,10,8,1,351,27,946,82,336,64,489,98,614,91,698,37,169,27,4,202,15,554,22,901,18,1668
